rated,turns,victory_status,Time,Increment,white_rating,black_rating,opening_name,opening_ply,winner
1,37,1,0,16,2098,2279,20,3,0
0,15,1,45,45,1973,1810,19,4,0
0,65,1,30,20,1879,1591,19,8,1
0,2,1,25,17,1149,1669,19,2,1
1,51,1,20,0,1994,2160,19,2,1
1,80,1,20,0,1958,1987,19,4,1
0,48,1,20,0,1390,1319,19,2,0
1,88,0,20,2,1493,1315,19,2,1
1,25,1,20,3,1654,1573,19,5,0
1,48,1,19,3,1500,1575,19,7,0
1,26,1,15,0,2163,2012,19,2,1
1,85,1,15,0,2153,2148,19,5,0
1,19,1,15,0,1861,1398,19,4,0
1,58,1,15,0,1281,1286,19,2,0
1,47,1,15,0,1852,1779,19,5,0
1,143,3,15,0,1832,1799,19,2,0
1,57,1,15,3,1970,2087,19,2,0
1,82,0,15,5,1448,1500,19,3,1
1,92,1,15,5,1721,1517,19,2,1
1,54,1,15,5,2097,2152,19,5,1
1,78,1,15,5,2056,1873,19,3,1
1,65,1,15,5,2070,1910,19,5,0
1,57,1,15,10,2220,2157,19,5,0
1,72,1,15,10,1711,1622,19,5,0
0,21,1,15,10,1951,1621,19,5,0
1,67,1,15,14,1894,1775,19,5,0
1,21,1,15,15,1376,1398,19,5,1
1,52,0,15,15,1337,1431,19,2,1
1,52,1,15,15,1567,1460,19,4,1
1,54,1,15,15,1918,1891,19,5,1
0,46,1,15,15,1951,1621,19,4,1
0,27,1,15,15,1903,1621,19,4,0
0,39,1,15,15,1903,1621,19,4,0
0,34,1,15,15,1903,1621,19,4,0
1,19,1,15,15,1564,1621,19,5,0
1,45,1,15,15,1918,1904,19,6,0
1,101,1,13,40,1978,2139,19,4,0
0,62,0,12,7,1831,1614,19,5,1
1,16,1,12,10,2233,1772,19,8,0
0,79,0,11,5,1236,964,19,3,0
1,108,1,10,0,1879,1841,19,5,1
1,24,1,10,0,1839,1632,19,2,1
1,80,1,10,0,1809,2058,19,8,1
1,92,3,10,0,1931,1749,19,3,1
1,30,1,10,0,1930,1912,19,3,1
1,92,3,10,0,1931,1749,19,3,1
1,86,1,10,0,1813,1796,19,14,1
1,56,1,10,0,1759,1806,19,5,1
1,70,0,10,0,1878,1819,19,3,1
1,80,0,10,0,1777,1769,19,5,1
1,49,1,10,0,1812,1709,19,5,1
1,50,1,10,0,1542,1842,19,3,1
1,46,1,10,0,1686,2022,19,5,1
1,50,1,10,0,1865,1845,19,3,1
0,51,1,10,0,1951,1848,19,2,1
1,32,1,10,0,1801,1976,19,5,1
1,34,1,10,0,1842,1960,19,4,1
1,80,1,10,0,2008,2286,19,3,1
1,52,0,10,0,1645,1540,19,3,1
1,36,1,10,0,1168,1572,19,3,1
1,42,1,10,0,1805,1758,19,2,1
1,44,1,10,0,1862,2199,19,4,1
0,120,3,10,0,1812,1834,19,2,1
0,120,3,10,0,1812,1834,19,2,1
1,70,0,10,0,1832,1983,19,2,1
1,56,1,10,0,1803,1809,19,3,1
1,88,1,10,0,1804,1783,19,3,1
0,53,0,10,0,978,1500,19,2,0
1,29,1,10,0,1653,1522,19,2,0
1,49,1,10,0,2217,2059,19,15,0
0,105,1,10,0,1732,1733,19,2,0
1,91,0,10,0,1791,1929,19,5,0
1,26,1,10,0,1458,1363,19,5,0
1,49,1,10,0,1593,1503,19,3,0
1,87,1,10,0,1917,1961,19,4,0
1,53,3,10,0,1206,1415,19,2,0
1,14,1,10,0,1667,1371,19,2,0
1,37,1,10,0,1930,1552,19,2,0
1,73,0,10,0,1854,1765,19,5,0
1,79,1,10,0,2186,1996,19,2,0
1,113,1,10,0,1910,1658,19,5,0
1,33,1,10,0,1931,1541,19,2,0
1,111,0,10,0,1694,1763,19,2,0
1,61,1,10,0,1919,1798,19,2,0
1,59,1,10,0,1879,1806,19,2,0
1,85,3,10,0,1861,1833,19,3,0
1,78,1,10,3,1728,1689,19,2,0
0,41,1,10,8,1414,1500,19,3,0
1,61,1,10,10,1946,1221,19,5,0
1,57,1,10,10,2181,2132,19,3,0
1,24,1,10,10,1691,1220,19,2,0
0,10,1,10,15,1758,1852,19,3,1
1,56,0,9,0,1243,1357,19,2,1
0,48,1,9,0,1677,1500,19,3,0
0,60,0,8,0,1774,1500,19,3,1
1,94,0,8,0,1357,2193,19,5,1
1,82,3,8,0,1539,1555,19,5,1
1,72,3,8,0,1906,1888,19,2,1
1,65,1,8,0,1966,2056,19,5,0
1,9,0,8,0,1932,1989,19,3,0
1,42,1,8,2,2440,2081,19,15,0
0,33,0,8,8,1418,1303,19,3,0
1,125,1,7,2,2018,1794,19,5,0
1,118,1,7,5,1842,1705,19,4,1
1,81,1,7,5,1699,1809,19,2,0
1,43,1,7,10,2013,1823,19,5,0
1,31,1,6,6,1567,1648,19,5,1
1,70,1,5,5,1509,1868,19,3,1
1,24,1,5,5,1973,1782,19,2,1
1,58,3,5,5,2010,1653,19,5,1
0,71,1,5,5,1816,2105,19,5,1
0,90,1,5,5,1816,2105,19,5,1
1,49,0,5,5,2108,1500,19,3,0
1,45,1,5,5,1337,1458,19,2,0
1,61,1,5,5,1910,1870,19,5,0
1,75,0,5,8,1500,1973,19,3,0
1,43,0,5,8,1574,1510,19,4,0
1,47,0,5,8,1554,1530,19,4,0
1,54,1,5,12,1997,1500,19,4,1
1,125,0,3,8,1348,1291,19,2,0
1,25,3,60,0,1563,1352,18,2,0
1,31,1,45,45,1726,1688,18,5,0
1,77,1,45,45,1588,1682,18,4,0
1,54,0,40,8,1484,1659,18,2,1
0,46,0,30,0,1291,1318,18,2,1
0,26,0,30,0,1500,2048,18,2,1
0,166,0,30,0,1755,1671,18,3,1
0,25,0,30,0,1500,1243,18,2,0
0,47,0,30,0,1333,1291,18,2,0
0,31,0,30,0,1766,1397,18,2,0
1,45,0,30,0,1770,1372,18,4,0
1,91,1,30,0,1553,1457,18,5,0
1,77,1,30,0,1509,1454,18,2,0
0,49,1,30,5,1942,1757,18,2,0
0,89,1,30,8,2109,2270,18,4,0
1,59,1,30,10,1808,1758,18,2,0
1,50,1,30,30,1778,1717,18,4,1
1,8,1,30,30,1675,1729,18,2,0
1,47,1,30,30,1595,1332,18,2,0
0,9,1,25,0,1628,1869,18,3,0
0,35,1,25,2,1826,1853,18,5,0
1,45,1,25,5,1496,1861,18,3,1
1,70,1,25,25,1903,2099,18,3,1
0,34,1,20,0,1161,1462,18,5,1
1,94,0,20,0,1683,1734,18,3,1
1,84,3,20,0,1468,1664,18,2,1
1,49,1,20,0,1542,1242,18,4,1
0,8,1,20,0,1371,1016,18,2,0
0,101,0,20,0,1665,1614,18,3,0
0,53,1,20,0,1236,1023,18,2,0
0,32,1,20,0,1966,1365,18,2,0
0,34,1,20,5,1793,2227,18,4,1
1,87,0,20,5,1617,1590,18,2,0
1,77,1,20,5,2175,2231,18,2,0
1,99,1,20,8,1531,1475,18,2,0
0,44,1,20,60,2367,1760,18,2,0
0,22,1,15,0,978,1500,18,2,1
1,76,0,15,0,1358,1532,18,4,1
1,156,3,15,0,1435,1456,18,2,1
1,62,1,15,0,1847,1712,18,2,1
1,70,1,15,0,1784,1784,18,2,1
0,42,0,15,0,1500,1584,18,2,1
0,68,0,15,0,1708,1708,18,2,1
1,48,1,15,0,2043,2132,18,2,1
0,30,1,15,0,1500,1756,18,5,1
0,24,1,15,0,1390,1474,18,2,0
1,45,0,15,0,1513,1197,18,5,0
1,42,1,15,0,1643,1558,18,4,0
1,33,1,15,0,2050,1950,18,5,0
1,11,0,15,0,1693,1500,18,3,0
1,8,1,15,0,1507,1651,18,4,0
0,64,1,15,0,1545,1708,18,2,0
1,55,1,15,0,1938,1930,18,4,0
1,10,1,15,0,1941,1948,18,2,0
1,49,0,15,0,1596,1277,18,4,0
0,36,1,15,2,1500,2126,18,2,1
1,78,0,15,2,1543,1536,18,2,1
1,54,0,15,3,1117,1593,18,5,1
0,42,0,15,5,1104,1430,18,2,1
1,47,1,15,5,1334,1428,18,4,0
1,54,1,15,8,1374,1579,18,4,1
1,103,1,15,8,1923,1967,18,8,0
0,155,3,15,8,1854,1631,18,5,0
1,48,1,15,10,2054,2089,18,4,1
1,37,1,15,10,1675,1500,18,3,1
0,54,1,15,10,1692,1637,18,5,1
0,34,0,15,10,1621,1970,18,5,1
1,57,1,15,10,1561,1596,18,2,0
1,58,0,15,15,1539,1397,18,3,1
1,68,0,15,15,1033,1333,18,5,1
1,56,1,15,15,1434,1383,18,2,1
1,90,0,15,15,1500,1676,18,4,1
0,84,1,15,15,1500,1621,18,8,1
1,14,0,15,15,913,981,18,2,1
1,72,0,15,15,970,1090,18,2,1
1,48,1,15,15,1614,1735,18,2,1
1,48,1,15,15,1847,2036,18,4,1
0,63,0,15,15,1104,1017,18,5,0
0,43,1,15,15,2156,1621,18,5,0
1,63,0,15,15,1445,1426,18,2,0
0,43,1,15,15,2156,1621,18,5,0
0,47,0,14,15,1822,1324,18,2,0
0,42,1,13,3,1562,2207,18,2,1
1,54,1,12,0,1713,1768,18,2,1
1,71,1,12,0,1623,1538,18,4,0
1,40,1,12,5,1670,1848,18,5,1
0,76,3,12,10,1827,1812,18,2,1
1,72,1,11,1,1619,2145,18,2,1
1,58,0,11,8,1492,1553,18,2,1
1,48,1,10,0,1579,1841,18,4,1
1,60,1,10,0,1488,2192,18,2,1
1,36,0,10,0,1500,1501,18,2,1
1,34,1,10,0,1495,1771,18,2,1
1,34,1,10,0,1796,2235,18,4,1
1,26,1,10,0,1807,2205,18,4,1
1,122,1,10,0,1726,1946,18,2,1
1,150,0,10,0,1972,1959,18,2,1
1,62,0,10,0,1928,1988,18,2,1
1,64,3,10,0,1367,1450,18,5,1
1,42,1,10,0,1423,1453,18,3,1
0,32,0,10,0,1319,2294,18,2,1
1,40,1,10,0,1916,1907,18,2,1
1,44,0,10,0,1377,1738,18,4,1
1,49,1,10,0,1375,1671,18,4,1
1,40,0,10,0,1068,1822,18,2,1
1,76,1,10,0,1885,1952,18,2,1
0,46,0,10,0,1494,1817,18,5,1
0,44,0,10,0,1494,1817,18,5,1
1,88,0,10,0,1751,1744,18,2,1
1,88,0,10,0,1605,1710,18,5,1
1,116,3,10,0,1984,1990,18,2,1
1,126,3,10,0,1718,1941,18,2,1
1,114,0,10,0,1233,1932,18,4,1
1,40,1,10,0,1622,2212,18,2,1
0,80,0,10,0,1677,1500,18,4,1
1,66,0,10,0,1607,1771,18,2,1
1,90,1,10,0,1619,1593,18,2,1
1,74,3,10,0,1160,1915,18,3,1
1,114,3,10,0,1846,1910,18,2,1
1,86,3,10,0,1746,1870,18,5,1
1,68,1,10,0,1647,1805,18,3,1
1,62,0,10,0,1348,2208,18,2,1
1,150,1,10,0,1880,1972,18,2,1
1,42,1,10,0,1976,2152,18,5,1
1,94,1,10,0,1981,2303,18,5,1
1,104,0,10,0,1393,1234,18,4,1
0,120,0,10,0,1793,2015,18,4,1
0,56,1,10,0,1657,2033,18,4,1
0,27,1,10,0,1502,2033,18,2,1
1,36,1,10,0,1918,1914,18,2,1
1,32,1,10,0,1963,2020,18,5,1
1,50,1,10,0,1709,1628,18,4,1
1,95,1,10,0,1509,1478,18,2,1
1,150,1,10,0,1880,1972,18,2,1
1,42,1,10,0,1976,2152,18,5,1
1,94,1,10,0,1981,2303,18,5,1
1,112,3,10,0,1460,1427,18,2,1
1,21,1,10,0,1762,1842,18,4,1
1,72,0,10,0,1148,1880,18,4,1
1,22,1,10,0,1212,1218,18,4,1
1,40,0,10,0,1613,1613,18,2,1
0,80,0,10,0,1548,1604,18,5,1
1,51,1,10,0,1606,2074,18,2,1
1,108,3,10,0,1606,1618,18,5,1
1,80,1,10,0,1948,1844,18,4,1
1,64,0,10,0,1691,1940,18,2,1
1,44,3,10,0,1987,1653,18,3,1
1,17,1,10,0,1811,1723,18,5,1
1,126,3,10,0,1718,1941,18,2,1
1,34,1,10,0,1642,1775,18,5,1
1,44,1,10,0,1764,1814,18,2,1
1,80,1,10,0,1733,1806,18,2,1
1,48,0,10,0,1598,1636,18,2,1
1,68,1,10,0,2211,1637,18,4,1
0,58,1,10,0,1539,1500,18,5,1
1,68,1,10,0,2303,2108,18,5,1
1,130,0,10,0,1661,1664,18,2,1
1,70,1,10,0,1639,1296,18,3,1
1,114,1,10,0,1224,1506,18,2,1
0,32,0,10,0,1319,2294,18,2,1
1,76,3,10,0,1678,1737,18,3,1
1,64,0,10,0,2003,2121,18,2,1
0,72,1,10,0,1812,1837,18,5,1
1,124,0,10,0,1826,2019,18,2,1
1,54,0,10,0,1802,2181,18,2,1
1,48,1,10,0,1804,2222,18,2,1
1,60,1,10,0,1546,1571,18,2,0
1,115,0,10,0,2100,1960,18,2,0
1,123,0,10,0,1363,1287,18,2,0
1,89,0,10,0,1650,1756,18,2,0
1,43,1,10,0,1501,1484,18,2,0
1,119,1,10,0,1822,1562,18,2,0
1,117,1,10,0,1289,1455,18,4,0
1,46,1,10,0,1478,1458,18,2,0
1,117,3,10,0,1839,1743,18,2,0
1,47,1,10,0,1907,1906,18,2,0
1,43,1,10,0,1343,1470,18,2,0
1,141,1,10,0,2038,1934,18,4,0
1,59,3,10,0,1707,1586,18,3,0
1,165,3,10,0,1869,1724,18,2,0
1,41,0,10,0,1766,1655,18,2,0
1,39,1,10,0,1904,1648,18,4,0
1,61,3,10,0,1517,1212,18,3,0
1,53,1,10,0,1626,1433,18,2,0
1,96,1,10,0,1604,1523,18,3,0
1,53,1,10,0,1639,1596,18,4,0
1,45,1,10,0,1473,1170,18,2,0
1,111,1,10,0,1503,1146,18,3,0
1,101,3,10,0,1953,1886,18,2,0
1,53,1,10,0,1931,1922,18,2,0
1,53,1,10,0,1883,1708,18,2,0
1,83,1,10,0,1802,1489,18,3,0
1,19,1,10,0,1562,1486,18,3,0
1,95,3,10,0,2058,1849,18,5,0
1,43,1,10,0,1501,1484,18,2,0
1,93,0,10,0,1129,1052,18,5,0
1,53,1,10,0,979,1011,18,3,0
1,25,0,10,0,1532,1595,18,2,0
1,117,1,10,0,1611,1539,18,2,0
1,41,0,10,0,1417,1407,18,5,0
0,3,1,10,0,1500,1587,18,2,0
0,49,1,10,0,1500,1589,18,2,0
1,45,1,10,0,1953,1959,18,5,0
1,83,0,10,0,1805,1686,18,5,0
1,41,1,10,0,1849,1810,18,4,0
1,105,1,10,0,1899,1776,18,4,0
1,35,0,10,0,1743,1594,18,2,0
1,57,0,10,0,1599,1631,18,5,0
1,29,1,10,0,1620,1639,18,5,0
1,43,0,10,0,1662,1645,18,2,0
1,51,1,10,0,1388,1456,18,3,0
1,83,1,10,0,2075,2165,18,5,0
1,89,1,10,0,2279,2037,18,2,0
1,73,0,10,0,2197,1875,18,2,0
1,49,0,10,0,1943,1983,18,4,0
1,59,3,10,0,1446,1739,18,2,0
1,15,1,10,0,1903,1752,18,2,0
1,56,1,10,0,1783,1781,18,4,0
1,115,1,10,0,1875,1975,18,2,0
0,43,1,10,0,1742,1812,18,2,0
1,81,0,10,0,1837,1687,18,2,0
1,57,1,10,0,1795,1880,18,2,0
0,25,3,10,1,1788,1626,18,5,0
1,45,1,10,1,1855,1968,18,2,0
1,52,1,10,2,1548,1549,18,4,1
0,32,1,10,2,1883,2305,18,2,1
0,55,1,10,2,1883,2305,18,2,1
1,50,0,10,2,1585,1557,18,3,1
1,19,0,10,2,1552,1275,18,2,0
1,82,1,10,3,1392,1612,18,4,1
1,73,1,10,5,1277,1464,18,2,1
1,46,1,10,5,1509,1913,18,4,1
1,65,1,10,5,1652,1674,18,2,0
1,83,0,10,5,2276,2230,18,4,0
1,21,1,10,5,1567,1447,18,4,0
1,94,0,10,8,1944,1928,18,5,1
0,44,1,10,10,1750,2270,18,2,1
1,62,0,10,10,2034,1645,18,2,1
1,40,3,10,10,2277,2201,18,2,1
1,43,0,10,10,2252,2224,18,2,0
0,50,0,10,20,1500,1392,18,2,1
1,78,1,9,5,1451,1497,18,2,1
1,42,0,9,5,1460,1487,18,2,1
1,114,0,8,0,1603,1727,18,2,1
0,52,0,8,0,1707,2000,18,2,1
1,84,1,8,0,1808,1752,18,3,1
1,76,0,8,0,1931,1977,18,4,1
1,4,1,8,0,1758,1804,18,4,0
1,43,1,8,0,1478,1513,18,3,0
1,55,1,8,0,2267,2247,18,2,0
1,48,1,8,2,1675,1858,18,2,1
1,30,1,8,3,2020,1952,18,2,1
1,54,1,8,5,1396,1500,18,5,1
1,66,1,8,8,1814,1878,18,2,1
1,134,0,8,8,1529,1667,18,2,1
0,35,1,8,8,1418,1365,18,2,0
1,74,3,7,2,1791,1867,18,2,1
1,76,1,7,2,1755,1672,18,4,1
0,168,0,7,2,1500,1796,18,4,1
0,121,0,7,2,1968,1447,18,2,0
1,88,1,7,3,1467,1479,18,2,1
1,81,0,7,4,1704,1551,18,2,0
1,46,1,7,5,1685,1946,18,2,1
1,112,0,7,5,1538,1529,18,2,1
1,83,1,7,5,1709,1695,18,2,0
1,56,1,7,7,1835,1980,18,2,1
1,168,1,7,8,1522,1793,18,2,1
1,46,1,7,15,1713,1668,18,2,1
1,62,1,7,15,1629,1691,18,5,1
1,140,0,7,15,1705,1616,18,2,1
1,27,1,7,15,1724,1771,18,2,1
1,45,1,7,15,1700,1620,18,2,0
1,66,1,6,5,2293,2326,18,2,1
1,61,1,6,8,1429,1416,18,2,0
0,84,0,5,5,1500,1474,18,2,1
1,72,1,5,5,1519,1557,18,3,1
0,114,0,5,5,1410,1582,18,2,1
0,70,3,5,5,1500,1582,18,2,1
1,104,0,5,5,1722,1592,18,4,1
1,84,1,5,5,2111,2233,18,2,1
1,124,1,5,5,2127,2218,18,2,1
0,40,1,5,5,2216,2150,18,2,1
1,102,1,5,5,2282,2393,18,4,1
1,52,1,5,5,2291,2342,18,2,1
1,63,3,5,5,2010,1781,18,5,0
1,96,0,5,6,1415,1564,18,2,1
1,70,1,5,7,2006,1956,18,4,1
1,92,0,5,8,1460,1591,18,2,1
1,13,1,5,8,1111,1187,18,2,1
1,135,1,5,8,2047,1268,18,5,0
0,35,1,5,8,1618,1486,18,2,0
1,21,1,5,8,1710,1587,18,2,0
0,26,1,5,10,1450,1652,18,2,1
1,65,1,5,10,1865,1953,18,2,0
1,40,1,5,17,1499,1800,18,2,1
0,11,1,5,20,1500,1134,18,2,0
1,44,0,4,6,1298,1695,18,2,1
0,62,1,4,9,1351,1831,18,2,1
1,57,0,3,10,1107,1022,18,5,0
1,46,1,180,0,1452,1108,17,4,1
0,54,1,60,15,1259,1478,17,4,1
1,85,1,60,60,1425,1164,17,4,0
0,18,1,30,0,1328,1657,17,4,1
1,89,0,30,0,1412,1344,17,4,0
0,79,0,25,0,1555,1412,17,4,0
1,59,3,25,0,2063,2027,17,4,0
1,59,3,25,0,2063,2027,17,4,0
1,44,1,25,6,1688,1705,17,4,0
0,55,1,25,15,1778,1723,17,4,0
1,53,1,25,15,1659,1561,17,4,0
1,79,1,20,10,2011,1511,17,4,0
1,68,0,15,0,1440,1387,17,4,1
1,70,1,15,0,1901,1861,17,4,1
0,43,1,15,0,2065,1861,17,4,0
1,39,1,15,5,1498,1531,17,4,0
0,55,0,15,8,1698,1470,17,4,0
0,69,1,15,10,1703,1677,17,4,1
1,43,1,15,10,1653,1711,17,4,0
1,43,1,15,10,1653,1711,17,4,0
1,50,1,15,15,1731,2127,17,4,1
1,19,1,10,0,976,1832,17,4,1
1,40,1,10,0,1538,1501,17,4,1
1,36,1,10,0,1884,2004,17,4,1
1,64,1,10,0,1345,1483,17,4,1
1,126,1,10,0,1821,2221,17,4,1
1,32,1,10,0,1927,1978,17,4,1
1,58,0,10,0,1670,1984,17,4,1
1,92,3,10,0,1649,1597,17,4,1
1,56,0,10,0,1287,1339,17,4,1
1,84,3,10,0,1852,1872,17,4,1
1,77,0,10,0,1318,1395,17,4,0
1,89,0,10,0,1971,1965,17,4,0
1,61,1,10,0,1431,1235,17,4,0
1,65,1,10,0,1693,1661,17,4,0
0,67,1,10,0,2340,1874,17,4,0
1,49,0,10,0,1668,1891,17,4,0
1,41,1,10,5,1420,1420,17,4,0
1,25,1,8,5,1434,1195,17,4,0
1,41,1,5,8,1622,1865,17,4,0
0,64,1,180,0,1255,1108,16,10,1
1,47,0,45,45,1421,1190,16,4,0
1,125,1,40,15,2151,2046,16,5,0
1,17,1,30,0,1147,1158,16,4,1
1,20,1,30,0,1469,1372,16,5,0
1,16,1,30,0,1561,1523,16,5,0
1,49,0,30,0,1523,1673,16,6,0
1,39,1,30,2,1740,1485,16,8,0
1,55,1,30,2,1555,1576,16,5,0
1,94,0,30,8,1884,1827,16,7,1
1,23,1,30,8,1500,1568,16,6,0
1,50,1,20,0,1097,1192,16,6,1
1,31,1,20,0,1992,1816,16,12,0
1,35,1,20,0,1761,1508,16,5,0
1,13,1,20,0,1282,1358,16,5,0
1,45,1,20,1,1641,1645,16,6,0
1,39,1,20,1,1600,1761,16,5,0
1,43,1,20,3,1691,1682,16,5,1
1,123,0,20,3,1700,1673,16,5,0
0,22,1,20,15,1568,1987,16,6,0
1,135,0,20,15,1555,1454,16,5,0
0,29,1,20,20,2244,1411,16,5,0
1,20,1,15,0,1196,1348,16,5,1
1,134,1,15,0,1690,1540,16,5,1
1,96,0,15,0,1279,1528,16,4,1
1,44,1,15,0,1282,1213,16,4,1
0,30,1,15,0,1005,1350,16,5,1
1,112,3,15,0,1713,1743,16,5,1
1,20,1,15,0,1196,1348,16,5,1
1,62,1,15,0,1568,1578,16,4,1
1,120,3,15,0,1446,1494,16,7,1
0,96,0,15,0,1176,1615,16,5,1
0,28,1,15,0,1580,1500,16,5,1
1,119,1,15,0,1718,1205,16,5,0
1,71,1,15,0,1758,1160,16,6,0
1,103,0,15,0,1264,1763,16,4,0
1,61,0,15,0,1773,1785,16,5,0
1,123,0,15,0,1765,1841,16,5,0
1,69,0,15,0,1729,1706,16,5,0
1,20,1,15,0,1276,1179,16,5,0
0,113,0,15,0,1176,1615,16,6,0
1,61,1,15,0,2022,1989,16,4,0
1,103,0,15,0,1264,1763,16,4,0
1,23,1,15,1,1549,1664,16,4,0
1,56,1,15,2,1318,1366,16,5,1
1,40,0,15,2,1345,1187,16,5,1
1,66,3,15,2,1579,1664,16,5,1
1,41,0,15,2,1290,1367,16,5,0
1,39,0,15,2,1322,1072,16,5,0
1,41,1,15,2,1373,1341,16,6,0
0,21,1,15,3,1019,1500,16,6,1
1,74,1,15,5,2114,2042,16,6,1
1,23,0,15,5,1510,1283,16,5,0
1,52,0,15,10,1764,1711,16,5,1
1,38,1,15,10,1570,1692,16,5,1
0,91,1,15,10,2027,1640,16,6,0
1,28,1,15,10,2057,1795,16,5,0
1,75,0,15,14,1875,1074,16,5,0
1,38,1,15,15,1245,1346,16,5,1
1,68,1,15,15,1674,1500,16,5,1
1,38,1,15,15,1245,1346,16,5,1
1,27,1,15,15,1500,1500,16,6,0
1,101,1,15,15,1547,1567,16,5,0
1,101,1,15,15,1547,1567,16,5,0
0,31,1,14,0,1634,1601,16,6,0
1,81,0,14,0,1841,1832,16,12,0
1,23,1,12,5,2094,2041,16,7,0
1,65,1,12,9,2179,2317,16,4,0
1,45,1,12,10,2174,1641,16,6,0
0,51,0,11,8,1665,1360,16,5,0
1,28,1,10,0,1769,1396,16,5,1
1,32,1,10,0,1314,1270,16,5,1
1,52,0,10,0,1456,1604,16,4,1
0,58,0,10,0,1862,1722,16,6,1
1,40,0,10,0,1424,1356,16,6,1
1,112,0,10,0,1199,1002,16,5,1
1,70,1,10,0,1551,1842,16,5,1
1,170,1,10,0,1819,1889,16,8,1
1,160,3,10,0,1935,1867,16,7,1
1,97,1,10,0,1324,1878,16,4,1
1,118,1,10,0,1531,1689,16,5,1
1,21,1,10,0,1616,1600,16,6,1
1,56,0,10,0,1507,1573,16,5,1
1,68,0,10,0,1632,1232,16,5,1
1,60,1,10,0,1156,1442,16,4,1
1,42,1,10,0,1801,1686,16,5,1
1,44,1,10,0,1862,1823,16,5,1
1,18,1,10,0,1426,1159,16,6,1
1,32,1,10,0,1746,1645,16,4,1
1,89,1,10,0,1771,1588,16,4,1
1,52,1,10,0,1827,1829,16,5,1
1,54,1,10,0,1687,1732,16,5,1
0,45,1,10,0,1554,2155,16,4,1
1,138,3,10,0,1539,1559,16,5,1
0,38,1,10,0,1160,1217,16,5,1
1,24,1,10,0,1166,1422,16,7,1
1,44,1,10,0,1443,1381,16,5,1
1,88,0,10,0,1761,1578,16,5,1
1,100,3,10,0,1811,1808,16,7,1
1,54,1,10,0,1506,1529,16,6,1
1,82,0,10,0,1033,1469,16,6,1
1,46,1,10,0,1393,1367,16,6,1
1,52,0,10,0,1216,1670,16,5,1
1,58,1,10,0,1503,1495,16,7,1
1,18,1,10,0,1275,1281,16,5,1
1,62,0,10,0,1533,1430,16,5,1
1,62,1,10,0,1397,1468,16,5,1
1,106,1,10,0,1798,1390,16,5,1
1,100,0,10,0,1817,1809,16,5,1
1,44,1,10,0,1301,1368,16,5,1
1,48,0,10,0,1617,1616,16,5,1
1,48,0,10,0,1607,1600,16,5,1
1,54,0,10,0,1615,1704,16,5,1
1,130,3,10,0,1583,1567,16,6,1
1,54,1,10,0,1523,1559,16,4,1
1,144,1,10,0,2074,2300,16,4,1
1,68,1,10,0,1941,2266,16,4,1
1,32,1,10,0,1746,1645,16,4,1
1,38,1,10,0,1347,1546,16,5,1
1,76,1,10,0,1330,1653,16,5,1
1,137,3,10,0,1746,1487,16,5,0
0,53,1,10,0,1597,1501,16,5,0
0,39,1,10,0,1585,1501,16,5,0
1,63,1,10,0,1412,1305,16,6,0
1,31,1,10,0,1558,1235,16,6,0
1,95,0,10,0,1403,1182,16,6,0
1,69,0,10,0,1731,1395,16,6,0
1,97,0,10,0,1667,1250,16,5,0
1,45,1,10,0,1371,1576,16,4,0
1,41,1,10,0,1813,1874,16,5,0
0,53,1,10,0,1500,1278,16,4,0
1,77,1,10,0,1780,1808,16,5,0
1,39,1,10,0,1466,1439,16,4,0
0,59,0,10,0,1987,1500,16,4,0
1,77,3,10,0,1257,1414,16,6,0
1,75,0,10,0,1253,1196,16,6,0
1,17,0,10,0,1254,1560,16,4,0
1,77,0,10,0,1977,1763,16,4,0
1,81,0,10,0,1978,1746,16,5,0
0,17,0,10,0,1817,1494,16,7,0
1,19,3,10,0,1596,1502,16,5,0
1,57,1,10,0,1706,1700,16,5,0
1,39,0,10,0,1770,1249,16,5,0
1,41,0,10,0,1743,1504,16,5,0
1,17,0,10,0,1576,1373,16,5,0
1,77,1,10,0,1783,1841,16,5,0
1,57,0,10,0,1139,1221,16,5,0
1,43,0,10,0,1670,1599,16,5,0
1,69,0,10,0,1553,1482,16,4,0
1,69,0,10,0,1265,1367,16,4,0
1,89,0,10,0,1363,1418,16,6,0
1,35,0,10,0,1886,1345,16,6,0
0,45,0,10,0,1482,1536,16,5,0
1,39,0,10,0,1656,1233,16,4,0
1,31,0,10,0,1591,1540,16,6,0
1,47,3,10,0,1558,1140,16,4,0
1,33,1,10,0,1469,1438,16,6,0
1,51,0,10,0,1634,1462,16,5,0
1,63,0,10,0,1954,1613,16,5,0
1,109,0,10,0,1551,1356,16,4,0
1,31,0,10,0,1839,1864,16,5,0
1,31,1,10,0,1558,1235,16,6,0
1,81,3,10,0,1666,1605,16,4,0
1,59,1,10,0,1775,1337,16,5,0
1,14,1,10,0,1796,1805,16,5,0
1,74,1,10,0,1791,1785,16,5,0
1,41,1,10,0,1815,1792,16,5,0
1,87,1,10,0,1835,1819,16,5,0
1,71,1,10,0,1735,1622,16,5,0
0,23,0,10,0,1951,1435,16,5,0
0,29,1,10,0,1951,1679,16,5,0
0,73,1,10,0,1951,1475,16,5,0
1,39,1,10,0,1678,1630,16,5,0
1,53,1,10,0,1611,1557,16,5,0
1,45,1,10,0,1628,1556,16,5,0
